No articulo,Articulo,Palabra,Tipo entidad
0,2009-012973-37,ef,o
0,2009-012973-37,según,o
0,2009-012973-37,la,o
0,2009-012973-37,escala,o
0,2009-012973-37,ecog,o
0,2009-012973-37,2,o
0,2009-012973-37,los,o
0,2009-012973-37,pacientes,o
0,2009-012973-37,o,o
0,2009-012973-37,tutores,o
0,2009-012973-37,legales,o
0,2009-012973-37,y,o
0,2009-012973-37,los,o
0,2009-012973-37,donantes,o
0,2009-012973-37,deben,o
0,2009-012973-37,firmar,o
0,2009-012973-37,un,o
0,2009-012973-37,consentimiento,i
0,2009-012973-37,informado,i
0,2009-012973-37,en,o
0,2009-012973-37,el,o
0,2009-012973-37,que,o
0,2009-012973-37,se,o
0,2009-012973-37,indique,o
0,2009-012973-37,que,o
0,2009-012973-37,saben,o
0,2009-012973-37,que,o
0,2009-012973-37,se,o
0,2009-012973-37,trata,o
0,2009-012973-37,de,o
0,2009-012973-37,un,o
0,2009-012973-37,estudio,i
0,2009-012973-37,de,i
0,2009-012973-37,investigación,i
0,2009-012973-37,y,o
0,2009-012973-37,que,o
0,2009-012973-37,se,o
0,2009-012973-37,les,o
0,2009-012973-37,ha,o
0,2009-012973-37,informado,o
0,2009-012973-37,de,o
0,2009-012973-37,sus,o
0,2009-012973-37,posibles,o
0,2009-012973-37,efectos,o
0,2009-012973-37,beneficiosos,o
0,2009-012973-37,y,o
0,2009-012973-37,reacciones,i
0,2009-012973-37,adversas,i
0,2009-012973-37,tóxicas,i
0,2009-012973-37,criterios,o
0,2009-012973-37,de,o
0,2009-012973-37,exclusión,o
0,2009-012973-37,pacientes,o
0,2009-012973-37,con,o
0,2009-012973-37,una,o
0,2009-012973-37,enfermedad,i
0,2009-012973-37,o,o
0,2009-012973-37,complicación,i
0,2009-012973-37,potencialmente,o
0,2009-012973-37,mortal,o
0,2009-012973-37,diferente,o
0,2009-012973-37,de,o
0,2009-012973-37,la,o
0,2009-012973-37,enfermedad,i
0,2009-012973-37,de,o
0,2009-012973-37,base,o
0,2009-012973-37,contraindicación,o
0,2009-012973-37,de,o
0,2009-012973-37,un,o
0,2009-012973-37,trasplante,i
0,2009-012973-37,de,i
0,2009-012973-37,células,i
0,2009-012973-37,hematopoyéticas,i
0,2009-012973-37,haploidéntico,i
0,2009-012973-37,definida,o
0,2009-012973-37,por,o
0,2009-012973-37,el,o
0,2009-012973-37,investigador,o
0,2009-012973-37,pacientes,o
0,2009-012973-37,con,o
0,2009-012973-37,enfermedad,i
0,2009-012973-37,activa,i
0,2009-012973-37,del,i
0,2009-012973-37,snc,i
0,2009-012973-37,embarazo,o
0,2009-012973-37,o,o
0,2009-012973-37,lactancia,o
0,2009-012973-37,los,o
0,2009-012973-37,pacientes,o
0,2009-012973-37,varones,o
0,2009-012973-37,y,o
0,2009-012973-37,mujeres,o
0,2009-012973-37,con,o
0,2009-012973-37,capacidad,o
0,2009-012973-37,reproductora,o
0,2009-012973-37,es,o
0,2009-012973-37,decir,o
0,2009-012973-37,menopáusicas,i
0,2009-012973-37,durante,o
0,2009-012973-37,menos,o
0,2009-012973-37,de,o
0,2009-012973-37,1,o
0,2009-012973-37,año,o
0,2009-012973-37,y,o
0,2009-012973-37,sin,o
0,2009-012973-37,esterilización,i
0,2009-012973-37,quirúrgica,i
0,2009-012973-37,deben,o
0,2009-012973-37,utilizar,o
0,2009-012973-37,métodos,i
0,2009-012973-37,anticonceptivos,i
0,2009-012973-37,eficaces,o
0,2009-012973-37,durante,o
0,2009-012973-37,todo,o
0,2009-012973-37,el,o
0,2009-012973-37,estudio,o
0,2009-012973-37,las,o
0,2009-012973-37,mujeres,o
0,2009-012973-37,en,o
0,2009-012973-37,edad,o
0,2009-012973-37,fértil,o
0,2009-012973-37,deben,o
0,2009-012973-37,dar,o
0,2009-012973-37,negativo,o
0,2009-012973-37,en,o
0,2009-012973-37,una,o
0,2009-012973-37,prueba,i
0,2009-012973-37,de,i
0,2009-012973-37,embarazo,i
0,2009-012973-37,en,o
0,2009-012973-37,suero,i
0,2009-012973-37,u,o
0,2009-012973-37,orina,i
0,2009-012973-37,realizada,o
0,2009-012973-37,en,o
0,2009-012973-37,los,o
0,2009-012973-37,14,o
0,2009-012973-37,días,o
0,2009-012973-37,previos,o
0,2009-012973-37,a,o
0,2009-012973-37,su,o
0,2009-012973-37,registro,o
0,2009-012973-37,criterios,o
0,2009-012973-37,de,o
0,2009-012973-37,exclusión,o
0,2009-012973-37,para,o
0,2009-012973-37,la,o
0,2009-012973-37,infusión,i
0,2009-012973-37,de,o
0,2009-012973-37,hsvtk,o
0,2009-012973-37,1,o
0,2009-012973-37,infecciones,i
0,2009-012973-37,que,o
0,2009-012973-37,requieran,o
0,2009-012973-37,la,o
0,2009-012973-37,administración,i
0,2009-012973-37,de,o
0,2009-012973-37,ganciclovir,i
0,2009-012973-37,valganciclovir,i
0,2009-012973-37,o,o
0,2009-012973-37,aciclovir,i
0,2009-012973-37,en,o
0,2009-012973-37,el,o
0,2009-012973-37,momento,o
0,2009-012973-37,de,o
0,2009-012973-37,la,o
0,2009-012973-37,infusión,i
0,2009-012973-37,los,o
0,2009-012973-37,linfocitos,o
0,2009-012973-37,hsvtk,o
0,2009-012973-37,se,o
0,2009-012973-37,pueden,o
0,2009-012973-37,administrar,o
0,2009-012973-37,24,o
0,2009-012973-37,horas,o
0,2009-012973-37,después,o
0,2009-012973-37,de,o
0,2009-012973-37,la,o
0,2009-012973-37,suspensión,i
0,2009-012973-37,del,i
0,2009-012973-37,tratamiento,i
0,2009-012973-37,antiviral,i
0,2009-012973-37,2,o
0,2009-012973-37,eich,i
0,2009-012973-37,que,o
0,2009-012973-37,requiera,o
0,2009-012973-37,tratamiento,i
0,2009-012973-37,inmunosupresor,i
0,2009-012973-37,sistémico,i
0,2009-012973-37,3,o
0,2009-012973-37,tratamiento,i
0,2009-012973-37,inmunosupresor,i
0,2009-012973-37,sistémico,i
0,2009-012973-37,en,o
0,2009-012973-37,curso,o
0,2009-012973-37,después,o
0,2009-012973-37,de,o
0,2009-012973-37,trasplante,i
0,2009-012973-37,de,i
0,2009-012973-37,células,i
0,2009-012973-37,hematopoyéticas,i
0,2009-012973-37,haploidéntico,i
0,2009-012973-37,4,o
0,2009-012973-37,administración,i
0,2009-012973-37,de,o
0,2009-012973-37,gcsf,o
0,2009-012973-37,factor,i
0,2009-012973-37,estimulante,i
0,2009-012973-37,de,i
0,2009-012973-37,colonias,i
0,2009-012973-37,de,i
0,2009-012973-37,granulocitos,i
0,2009-012973-37,después,o
0,2009-012973-37,de,o
0,2009-012973-37,trasplante,i
0,2009-012973-37,de,i
0,2009-012973-37,células,i
0,2009-012973-37,hematopoyéticas,i
0,2009-012973-37,haploidéntico,i
0,2009-012973-37,5,o
0,2009-012973-37,linfocitos,o
0,2009-012973-37,cd3,o
0,2009-012973-37,100µl,o
0,2009-012973-37,el,o
0,2009-012973-37,día,o
0,2009-012973-37,de,o
0,2009-012973-37,la,o
0,2009-012973-37,infusión,i
0,2009-012973-37,experimental,o
0,2009-012973-37,prevista,o
0,2009-012973-37,después,o
0,2009-012973-37,de,o
0,2009-012973-37,trasplante,i
0,2009-012973-37,de,i
0,2009-012973-37,células,i
0,2009-012973-37,hematopoyéticas,i
0,2009-012973-37,haploidéntico,i
1,2010-020065-24,eudract,o
1,2010-020065-24,nº,o
1,2010-020065-24,201002006524,o
1,2010-020065-24,título,o
1,2010-020065-24,científico,o
1,2010-020065-24,un,o
1,2010-020065-24,estudio,o
1,2010-020065-24,sobre,o
1,2010-020065-24,resultados,o
1,2010-020065-24,clínicos,o
1,2010-020065-24,para,o
1,2010-020065-24,evaluar,o
1,2010-020065-24,los,o
1,2010-020065-24,efectos,o
1,2010-020065-24,del,o
1,2010-020065-24,bloqueo,o
1,2010-020065-24,del,o
1,2010-020065-24,receptor,i
1,2010-020065-24,de,i
1,2010-020065-24,la,i
1,2010-020065-24,interleucina,i
1,2010-020065-24,6,i
1,2010-020065-24,il6,o
1,2010-020065-24,con,o
1,2010-020065-24,tocilizumab,i
1,2010-020065-24,tcz,i
1,2010-020065-24,comparado,o
1,2010-020065-24,con,o
1,2010-020065-24,etanercept,i
1,2010-020065-24,eta,i
1,2010-020065-24,sobre,o
1,2010-020065-24,el,o
1,2010-020065-24,índice,o
1,2010-020065-24,de,o
1,2010-020065-24,acontecimientos,i
1,2010-020065-24,cardiovasculares,i
1,2010-020065-24,en,o
1,2010-020065-24,pacientes,o
1,2010-020065-24,con,o
1,2010-020065-24,artritis,i
1,2010-020065-24,reumatoide,i
1,2010-020065-24,ar,i
1,2010-020065-24,de,o
1,2010-020065-24,moderada,o
1,2010-020065-24,a,o
1,2010-020065-24,grave,o
1,2010-020065-24,título,o
1,2010-020065-24,público,o
1,2010-020065-24,un,o
1,2010-020065-24,estudio,o
1,2010-020065-24,de,o
1,2010-020065-24,roactemraactemra,o
1,2010-020065-24,tocilizumab,i
1,2010-020065-24,comparado,o
1,2010-020065-24,con,o
1,2010-020065-24,enbrel,i
1,2010-020065-24,etanercept,i
1,2010-020065-24,en,o
1,2010-020065-24,pacientes,o
1,2010-020065-24,con,o
1,2010-020065-24,artritis,i
1,2010-020065-24,reumatoide,i
1,2010-020065-24,ar,i
1,2010-020065-24,y,o
1,2010-020065-24,aumento,o
1,2010-020065-24,de,o
1,2010-020065-24,riesgo,o
1,2010-020065-24,alto,o
1,2010-020065-24,de,o
1,2010-020065-24,enfermedades,i
1,2010-020065-24,cardiacas,i
1,2010-020065-24,indicación,o
1,2010-020065-24,científica,o
1,2010-020065-24,artritis,i
1,2010-020065-24,reumatoide,i
1,2010-020065-24,ar,i
1,2010-020065-24,criterios,o
1,2010-020065-24,de,o
1,2010-020065-24,inclusión,o
1,2010-020065-24,hombres,o
1,2010-020065-24,y,o
1,2010-020065-24,mujeres,o
1,2010-020065-24,de,o
1,2010-020065-24,50,o
1,2010-020065-24,años,o
1,2010-020065-24,pacientes,o
1,2010-020065-24,con,o
1,2010-020065-24,ar,i
1,2010-020065-24,de,o
1,2010-020065-24,duración,o
1,2010-020065-24,6,o
1,2010-020065-24,meses,o
1,2010-020065-24,en,o
1,2010-020065-24,el,o
1,2010-020065-24,momento,o
1,2010-020065-24,de,o
1,2010-020065-24,la,o
1,2010-020065-24,visita,o
1,2010-020065-24,inicial,o
1,2010-020065-24,respuesta,o
1,2010-020065-24,inadecuada,o
1,2010-020065-24,a,o
1,2010-020065-24,al,o
1,2010-020065-24,menos,o
1,2010-020065-24,un,o
1,2010-020065-24,farme,i
1,2010-020065-24,no,o
1,2010-020065-24,biológico,o
1,2010-020065-24,presencia,o
1,2010-020065-24,de,o
1,2010-020065-24,uno,o
1,2010-020065-24,o,o
1,2010-020065-24,más,o
1,2010-020065-24,factores,o
1,2010-020065-24,de,o
1,2010-020065-24,riesgo,o
1,2010-020065-24,de,o
1,2010-020065-24,enfermedad,i
1,2010-020065-24,de,i
1,2010-020065-24,las,i
1,2010-020065-24,arterias,i
1,2010-020065-24,coronarias,i
1,2010-020065-24,eac,i
1,2010-020065-24,que,o
1,2010-020065-24,incluyen,o
1,2010-020065-24,tabaquismo,i
1,2010-020065-24,en,o
1,2010-020065-24,la,o
1,2010-020065-24,actualidad,o
1,2010-020065-24,hipertensión,i
1,2010-020065-24,colesterol,i
1,2010-020065-24,hdl,i
1,2010-020065-24,bajo,i
1,2010-020065-24,antecedentes,o
1,2010-020065-24,familiares,o
1,2010-020065-24,de,o
1,2010-020065-24,eac,i
1,2010-020065-24,precoz,o
1,2010-020065-24,diabetes,i
1,2010-020065-24,presencia,o
1,2010-020065-24,de,o
1,2010-020065-24,enfermedad,i
1,2010-020065-24,extraarticular,i
1,2010-020065-24,asociada,o
1,2010-020065-24,a,o
1,2010-020065-24,la,o
1,2010-020065-24,ar,i
1,2010-020065-24,criterios,o
1,2010-020065-24,de,o
1,2010-020065-24,exclusión,o
1,2010-020065-24,cirugía,i
1,2010-020065-24,mayor,i
1,2010-020065-24,en,o
1,2010-020065-24,las,o
1,2010-020065-24,8,o
1,2010-020065-24,semanas,o
1,2010-020065-24,anteriores,o
1,2010-020065-24,a,o
1,2010-020065-24,la,o
1,2010-020065-24,selección,o
1,2010-020065-24,o,o
1,2010-020065-24,cirugía,i
1,2010-020065-24,mayor,i
1,2010-020065-24,planificada,o
1,2010-020065-24,en,o
1,2010-020065-24,el,o
1,2010-020065-24,plazo,o
1,2010-020065-24,de,o
1,2010-020065-24,un,o
1,2010-020065-24,año,o
1,2010-020065-24,antes,o
1,2010-020065-24,del,o
1,2010-020065-24,inicio,o
1,2010-020065-24,enfermedad,i
1,2010-020065-24,reumática,i
1,2010-020065-24,autoinmune,i
1,2010-020065-24,distinta,o
1,2010-020065-24,de,o
1,2010-020065-24,la,o
1,2010-020065-24,ar,i
1,2010-020065-24,antecedentes,o
1,2010-020065-24,o,o
1,2010-020065-24,presencia,o
1,2010-020065-24,de,o
1,2010-020065-24,enfermedad,i
1,2010-020065-24,inflamatoria,i
1,2010-020065-24,de,i
1,2010-020065-24,las,i
1,2010-020065-24,articulaciones,i
1,2010-020065-24,distinta,o
1,2010-020065-24,de,o
1,2010-020065-24,la,o
1,2010-020065-24,ar,i
1,2010-020065-24,evidencia,o
1,2010-020065-24,actual,o
1,2010-020065-24,o,o
1,2010-020065-24,reciente,o
1,2010-020065-24,en,o
1,2010-020065-24,los,o
1,2010-020065-24,últimos,o
1,2010-020065-24,3,o
1,2010-020065-24,meses,o
1,2010-020065-24,de,o
1,2010-020065-24,enfermedad,i
1,2010-020065-24,cerebrovascular,i
1,2010-020065-24,o,i
1,2010-020065-24,cardiovascular,i
1,2010-020065-24,concomitante,o
1,2010-020065-24,grave,o
1,2010-020065-24,sin,o
1,2010-020065-24,controlar,o
1,2010-020065-24,im,i
1,2010-020065-24,revascularización,i
1,2010-020065-24,accidente,i
1,2010-020065-24,cerebrovascular,i
1,2010-020065-24,isquémico,i
1,2010-020065-24,ataque,i
1,2010-020065-24,isquémico,i
1,2010-020065-24,transitorio,i
1,2010-020065-24,o,o
1,2010-020065-24,síndrome,i
1,2010-020065-24,coronario,i
1,2010-020065-24,agudo,i
2,2011-000945-19,eudract,o
2,2011-000945-19,nº,o
2,2011-000945-19,201100094519,o
2,2011-000945-19,título,o
2,2011-000945-19,público,o
2,2011-000945-19,registro,i
2,2011-000945-19,del,i
2,2011-000945-19,seguimiento,i
2,2011-000945-19,a,i
2,2011-000945-19,largo,i
2,2011-000945-19,plazo,i
2,2011-000945-19,de,o
2,2011-000945-19,sujetos,o
2,2011-000945-19,con,o
2,2011-000945-19,hepatitis,i
2,2011-000945-19,c,i
2,2011-000945-19,que,o
2,2011-000945-19,consiguieron,o
2,2011-000945-19,una,o
2,2011-000945-19,respuesta,o
2,2011-000945-19,al,o
2,2011-000945-19,tratamiento,i
2,2011-000945-19,de,o
2,2011-000945-19,un,o
2,2011-000945-19,estudio,o
2,2011-000945-19,de,o
2,2011-000945-19,gilead,o
2,2011-000945-19,título,o
2,2011-000945-19,científico,o
2,2011-000945-19,registro,i
2,2011-000945-19,del,i
2,2011-000945-19,seguimiento,i
2,2011-000945-19,a,i
2,2011-000945-19,largo,i
2,2011-000945-19,plazo,i
2,2011-000945-19,de,o
2,2011-000945-19,sujetos,o
2,2011-000945-19,que,o
2,2011-000945-19,lograron,o
2,2011-000945-19,una,o
2,2011-000945-19,respuesta,o
2,2011-000945-19,virológica,o
2,2011-000945-19,sostenida,o
2,2011-000945-19,al,o
2,2011-000945-19,tratamiento,i
2,2011-000945-19,en,o
2,2011-000945-19,los,o
2,2011-000945-19,ensayos,o
2,2011-000945-19,promovidos,o
2,2011-000945-19,por,o
2,2011-000945-19,gilead,o
2,2011-000945-19,en,o
2,2011-000945-19,sujetos,o
2,2011-000945-19,con,o
2,2011-000945-19,infección,i
2,2011-000945-19,por,i
2,2011-000945-19,hepatitis,i
2,2011-000945-19,c,i
2,2011-000945-19,crónica,i
2,2011-000945-19,indicación,o
2,2011-000945-19,pública,o
2,2011-000945-19,hepatitis,i
2,2011-000945-19,c,i
2,2011-000945-19,indicación,o
2,2011-000945-19,científica,o
2,2011-000945-19,genotipo,o
2,2011-000945-19,1,o
2,2011-000945-19,de,o
2,2011-000945-19,la,o
2,2011-000945-19,infección,i
2,2011-000945-19,por,i
2,2011-000945-19,el,i
2,2011-000945-19,virus,i
2,2011-000945-19,hepatitis,i
2,2011-000945-19,c,i
2,2011-000945-19,criterios,o
2,2011-000945-19,de,o
2,2011-000945-19,inclusión,o
2,2011-000945-19,1,o
2,2011-000945-19,voluntad,o
2,2011-000945-19,y,o
2,2011-000945-19,capacidad,o
2,2011-000945-19,de,o
2,2011-000945-19,dar,o
2,2011-000945-19,el,o
2,2011-000945-19,consentimiento,i
2,2011-000945-19,informado,i
2,2011-000945-19,por,o
2,2011-000945-19,escrito,o
2,2011-000945-19,2,o
2,2011-000945-19,haber,o
2,2011-000945-19,participado,o
2,2011-000945-19,previamente,o
2,2011-000945-19,en,o
2,2011-000945-19,un,o
2,2011-000945-19,ensayo,o
2,2011-000945-19,promovido,o
2,2011-000945-19,por,o
2,2011-000945-19,gilead,o
2,2011-000945-19,sobre,o
2,2011-000945-19,hepatitis,i
2,2011-000945-19,c,i
2,2011-000945-19,y,o
2,2011-000945-19,haber,o
2,2011-000945-19,recibido,o
2,2011-000945-19,al,o
2,2011-000945-19,menos,o
2,2011-000945-19,un,o
2,2011-000945-19,avo,i
2,2011-000945-19,de,o
2,2011-000945-19,gilead,o
2,2011-000945-19,3,o
2,2011-000945-19,haber,o
2,2011-000945-19,logrado,o
2,2011-000945-19,una,o
2,2011-000945-19,rvs,o
2,2011-000945-19,en,o
2,2011-000945-19,un,o
2,2011-000945-19,ensayo,o
2,2011-000945-19,promovido,o
2,2011-000945-19,por,o
2,2011-000945-19,gilead,o
2,2011-000945-19,como,o
2,2011-000945-19,se,o
2,2011-000945-19,define,o
2,2011-000945-19,en,o
2,2011-000945-19,el,o
2,2011-000945-19,protocolo,i
2,2011-000945-19,del,o
2,2011-000945-19,tratamiento,i
2,2011-000945-19,original,o
2,2011-000945-19,4,o
2,2011-000945-19,estar,o
2,2011-000945-19,dispuesto,o
2,2011-000945-19,a,o
2,2011-000945-19,y,o
2,2011-000945-19,ser,o
2,2011-000945-19,capaz,o
2,2011-000945-19,de,o
2,2011-000945-19,cumplir,o
2,2011-000945-19,con,o
2,2011-000945-19,el,o
2,2011-000945-19,programa,o
2,2011-000945-19,de,o
2,2011-000945-19,visitas,o
2,2011-000945-19,y,o
2,2011-000945-19,los,o
2,2011-000945-19,procedimientos,i
2,2011-000945-19,obligatorios,o
2,2011-000945-19,según,o
2,2011-000945-19,el,o
2,2011-000945-19,protocolo,i
2,2011-000945-19,criterios,o
2,2011-000945-19,de,o
2,2011-000945-19,exclusión,o
2,2011-000945-19,1,o
2,2011-000945-19,paciente,o
2,2011-000945-19,que,o
2,2011-000945-19,planea,o
2,2011-000945-19,comenzar,o
2,2011-000945-19,un,o
2,2011-000945-19,nuevo,o
2,2011-000945-19,curso,o
2,2011-000945-19,de,o
2,2011-000945-19,tratamiento,i
2,2011-000945-19,contra,o
2,2011-000945-19,la,o
2,2011-000945-19,hepatitis,i
2,2011-000945-19,c,i
2,2011-000945-19,incluido,o
2,2011-000945-19,cualquier,o
2,2011-000945-19,fármaco,i
2,2011-000945-19,o,o
2,2011-000945-19,dispositivo,o
2,2011-000945-19,en,o
2,2011-000945-19,investigación,o
2,2011-000945-19,durante,o
2,2011-000945-19,el,o
2,2011-000945-19,transcurso,o
2,2011-000945-19,del,o
2,2011-000945-19,registro,i
2,2011-000945-19,del,i
2,2011-000945-19,seguimiento,i
2,2011-000945-19,2,o
2,2011-000945-19,antecedentes,o
2,2011-000945-19,de,o
2,2011-000945-19,enfermedad,i
2,2011-000945-19,clínicamente,o
2,2011-000945-19,significativa,o
2,2011-000945-19,o,o
2,2011-000945-19,de,o
2,2011-000945-19,cualquier,o
2,2011-000945-19,otro,o
2,2011-000945-19,trastorno,i
2,2011-000945-19,médico,i
2,2011-000945-19,importante,o
2,2011-000945-19,que,o
2,2011-000945-19,pueda,o
2,2011-000945-19,interferir,o
2,2011-000945-19,con,o
2,2011-000945-19,el,o
2,2011-000945-19,seguimiento,i
2,2011-000945-19,del,o
2,2011-000945-19,paciente,o
2,2011-000945-19,las,o
2,2011-000945-19,valoraciones,i
2,2011-000945-19,o,o
2,2011-000945-19,el,o
2,2011-000945-19,cumplimiento,o
2,2011-000945-19,del,o
2,2011-000945-19,protocolo,i
3,2011-002784-24,eudract,o
3,2011-002784-24,nº,o
3,2011-002784-24,201100278424,o
3,2011-002784-24,título,o
3,2011-002784-24,público,o
3,2011-002784-24,estudio,o
3,2011-002784-24,que,o
3,2011-002784-24,compara,o
3,2011-002784-24,diferentes,o
3,2011-002784-24,dosis,o
3,2011-002784-24,del,o
3,2011-002784-24,fármaco,i
3,2011-002784-24,ivermectina,i
3,2011-002784-24,para,o
3,2011-002784-24,el,o
3,2011-002784-24,tratamiento,i
3,2011-002784-24,de,o
3,2011-002784-24,la,o
3,2011-002784-24,estrongiloidiasis,i
3,2011-002784-24,título,o
3,2011-002784-24,científico,o
3,2011-002784-24,strong,o
3,2011-002784-24,treat,o
3,2011-002784-24,1,o
3,2011-002784-24,to,o
3,2011-002784-24,4,o
3,2011-002784-24,ensayo,i
3,2011-002784-24,clínico,i
3,2011-002784-24,multicéntrico,i
3,2011-002784-24,randomizado,i
3,2011-002784-24,abierto,i
3,2011-002784-24,fase,i
3,2011-002784-24,iii,i
3,2011-002784-24,para,o
3,2011-002784-24,comparar,o
3,2011-002784-24,dosis,o
3,2011-002784-24,única,o
3,2011-002784-24,versus,o
3,2011-002784-24,dosis,o
3,2011-002784-24,múltiple,o
3,2011-002784-24,de,o
3,2011-002784-24,ivermectina,i
3,2011-002784-24,en,o
3,2011-002784-24,el,o
3,2011-002784-24,tratamiento,i
3,2011-002784-24,de,o
3,2011-002784-24,la,o
3,2011-002784-24,estrongiloidiasis,i
3,2011-002784-24,indicación,o
3,2011-002784-24,pública,o
3,2011-002784-24,infección,i
3,2011-002784-24,parasitaria,i
3,2011-002784-24,indicación,o
3,2011-002784-24,científica,o
3,2011-002784-24,estrongiloidiasis,i
3,2011-002784-24,criterios,o
3,2011-002784-24,de,o
3,2011-002784-24,inclusión,o
3,2011-002784-24,pacientes,o
3,2011-002784-24,de,o
3,2011-002784-24,ambos,o
3,2011-002784-24,sexos,o
3,2011-002784-24,mayores,o
3,2011-002784-24,de,o
3,2011-002784-24,5,o
3,2011-002784-24,años,o
3,2011-002784-24,y,o
3,2011-002784-24,con,o
3,2011-002784-24,peso,o
3,2011-002784-24,superior,o
3,2011-002784-24,a,o
3,2011-002784-24,15kg,o
3,2011-002784-24,residencia,o
3,2011-002784-24,actual,o
3,2011-002784-24,en,o
3,2011-002784-24,áreas,o
3,2011-002784-24,no,o
3,2011-002784-24,endémicas,o
3,2011-002784-24,diagnóstico,i
3,2011-002784-24,de,o
3,2011-002784-24,estrongiloidiasis,i
3,2011-002784-24,mediante,o
3,2011-002784-24,examen,i
3,2011-002784-24,parasitológico,i
3,2011-002784-24,en,o
3,2011-002784-24,heces,i
3,2011-002784-24,yo,o
3,2011-002784-24,cultivo,i
3,2011-002784-24,y,o
3,2011-002784-24,serología,i
3,2011-002784-24,positiva,o
3,2011-002784-24,a,o
3,2011-002784-24,cualquier,o
3,2011-002784-24,título,o
3,2011-002784-24,o,o
3,2011-002784-24,serología,i
3,2011-002784-24,positiva,o
3,2011-002784-24,a,o
3,2011-002784-24,título,o
3,2011-002784-24,alto,o
3,2011-002784-24,consentimiento,i
3,2011-002784-24,informado,i
3,2011-002784-24,criterios,o
3,2011-002784-24,de,o
3,2011-002784-24,exclusión,o
3,2011-002784-24,embarazo,o
3,2011-002784-24,o,o
